id,port_id,date,congestion_score,data_provenance
51,1,2024-10-30,79.91,SIMULATED
52,1,2024-10-31,72.98,SIMULATED
53,1,2024-11-01,74.32,SIMULATED
54,1,2024-11-02,71.27,SIMULATED
55,1,2024-11-03,70.72,SIMULATED
56,1,2024-11-04,68.23,SIMULATED
57,1,2024-11-05,63.9,SIMULATED
58,1,2024-11-06,70.53,SIMULATED
59,1,2024-11-07,67.13,SIMULATED
60,1,2024-11-08,66.41,SIMULATED
61,1,2024-11-09,67.86,SIMULATED
62,1,2024-11-10,73.45,SIMULATED
63,1,2024-11-11,68.81,SIMULATED
64,1,2024-11-12,73.07,SIMULATED
65,1,2024-11-13,73.69,SIMULATED
66,1,2024-11-14,74.3,SIMULATED
67,1,2024-11-15,75.42,SIMULATED
68,1,2024-11-16,74.15,SIMULATED
69,1,2024-11-17,74.96,SIMULATED
70,1,2024-11-18,93.96,SIMULATED
71,1,2024-11-19,90.37,SIMULATED
72,1,2024-11-20,85.61,SIMULATED
73,1,2024-11-21,80.23,SIMULATED
74,1,2024-11-22,78.07,SIMULATED
75,1,2024-11-23,73.81,SIMULATED
76,1,2024-11-24,83.96,SIMULATED
77,1,2024-11-25,81.92,SIMULATED
78,1,2024-11-26,76.06,SIMULATED
79,1,2024-11-27,74.12,SIMULATED
80,1,2024-11-28,76.53,SIMULATED
81,1,2024-11-29,76.25,SIMULATED
82,1,2024-11-30,70.82,SIMULATED
83,1,2024-12-01,65.52,SIMULATED
84,1,2024-12-02,57.87,SIMULATED
85,1,2024-12-03,61.06,SIMULATED
86,1,2024-12-04,61.31,SIMULATED
87,1,2024-12-05,60.78,SIMULATED
88,1,2024-12-06,59.12,SIMULATED
89,1,2024-12-07,57.91,SIMULATED
90,1,2024-12-08,53.84,SIMULATED
91,1,2024-12-09,55.68,SIMULATED
92,1,2024-12-10,61.51,SIMULATED
93,1,2024-12-11,57.4,SIMULATED
94,1,2024-12-12,58.64,SIMULATED
95,1,2024-12-13,49.54,SIMULATED
96,1,2024-12-14,42.31,SIMULATED
97,1,2024-12-15,39.27,SIMULATED
98,1,2024-12-16,36.54,SIMULATED
99,1,2024-12-17,31.68,SIMULATED
100,1,2024-12-18,37.61,SIMULATED
101,1,2024-12-19,43.5,SIMULATED
102,1,2024-12-20,48.33,SIMULATED
103,1,2024-12-21,47.8,SIMULATED
104,1,2024-12-22,53.05,SIMULATED
105,1,2024-12-23,42.95,SIMULATED
106,1,2024-12-24,40.62,SIMULATED
107,1,2024-12-25,39.33,SIMULATED
108,1,2024-12-26,42.31,SIMULATED
109,1,2024-12-27,42.81,SIMULATED
110,1,2024-12-28,43.79,SIMULATED
111,1,2024-12-29,43.93,SIMULATED
112,1,2024-12-30,40.5,SIMULATED
113,1,2024-12-31,44.58,SIMULATED
114,1,2025-01-01,44.38,SIMULATED
115,1,2025-01-02,46.71,SIMULATED
116,1,2025-01-03,47.07,SIMULATED
117,1,2025-01-04,41.25,SIMULATED
118,1,2025-01-05,37.13,SIMULATED
119,1,2025-01-06,40.09,SIMULATED
120,1,2025-01-07,39.08,SIMULATED
121,1,2025-01-08,35.14,SIMULATED
122,1,2025-01-09,37.8,SIMULATED
123,1,2025-01-10,40.49,SIMULATED
124,1,2025-01-11,39.3,SIMULATED
125,1,2025-01-12,40.49,SIMULATED
126,1,2025-01-13,37.35,SIMULATED
127,1,2025-01-14,39.52,SIMULATED
128,1,2025-01-15,42.82,SIMULATED
129,1,2025-01-16,42.32,SIMULATED
130,1,2025-01-17,36.94,SIMULATED
131,1,2025-01-18,40.64,SIMULATED
132,1,2025-01-19,48.82,SIMULATED
133,1,2025-01-20,43.46,SIMULATED
134,1,2025-01-21,40.41,SIMULATED
135,1,2025-01-22,39.74,SIMULATED
136,1,2025-01-23,41.87,SIMULATED
137,1,2025-01-24,36.93,SIMULATED
138,1,2025-01-25,36.57,SIMULATED
139,1,2025-01-26,37.44,SIMULATED
140,1,2025-01-27,41.11,SIMULATED
141,1,2025-01-28,39.94,SIMULATED
142,1,2025-01-29,36.75,SIMULATED
143,1,2025-01-30,32.97,SIMULATED
144,1,2025-01-31,39.41,SIMULATED
145,1,2025-02-01,34.11,SIMULATED
146,1,2025-02-02,36.54,SIMULATED
147,1,2025-02-03,32.0,SIMULATED
148,1,2025-02-04,33.07,SIMULATED
149,1,2025-02-05,36.71,SIMULATED
150,1,2025-02-06,44.1,SIMULATED
151,1,2025-02-07,35.73,SIMULATED
152,1,2025-02-08,37.11,SIMULATED
153,1,2025-02-09,40.74,SIMULATED
154,1,2025-02-10,39.23,SIMULATED
155,1,2025-02-11,44.53,SIMULATED
156,1,2025-02-12,44.08,SIMULATED
157,1,2025-02-13,45.94,SIMULATED
158,1,2025-02-14,45.32,SIMULATED
159,1,2025-02-15,35.74,SIMULATED
160,1,2025-02-16,35.75,SIMULATED
161,1,2025-02-17,43.57,SIMULATED
162,1,2025-02-18,35.31,SIMULATED
163,1,2025-02-19,40.79,SIMULATED
164,1,2025-02-20,40.17,SIMULATED
165,1,2025-02-21,38.76,SIMULATED
166,1,2025-02-22,37.34,SIMULATED
167,1,2025-02-23,28.71,SIMULATED
168,1,2025-02-24,32.26,SIMULATED
169,1,2025-02-25,35.4,SIMULATED
170,1,2025-02-26,35.28,SIMULATED
171,1,2025-02-27,34.64,SIMULATED
172,1,2025-02-28,34.84,SIMULATED
173,1,2025-03-01,41.27,SIMULATED
174,1,2025-03-02,36.6,SIMULATED
175,1,2025-03-03,35.46,SIMULATED
176,1,2025-03-04,39.81,SIMULATED
177,1,2025-03-05,38.85,SIMULATED
178,1,2025-03-06,44.53,SIMULATED
179,1,2025-03-07,43.11,SIMULATED
180,1,2025-03-08,43.14,SIMULATED
181,1,2025-03-09,49.81,SIMULATED
182,1,2025-03-10,46.95,SIMULATED
183,1,2025-03-11,49.87,SIMULATED
184,1,2025-03-12,55.3,SIMULATED
185,1,2025-03-13,56.99,SIMULATED
186,1,2025-03-14,52.26,SIMULATED
187,1,2025-03-15,54.36,SIMULATED
188,1,2025-03-16,55.43,SIMULATED
189,1,2025-03-17,56.76,SIMULATED
190,1,2025-03-18,52.77,SIMULATED
191,1,2025-03-19,50.23,SIMULATED
192,1,2025-03-20,47.22,SIMULATED
193,1,2025-03-21,44.69,SIMULATED
194,1,2025-03-22,40.79,SIMULATED
195,1,2025-03-23,40.52,SIMULATED
196,1,2025-03-24,45.89,SIMULATED
197,1,2025-03-25,50.84,SIMULATED
198,1,2025-03-26,47.38,SIMULATED
199,1,2025-03-27,50.99,SIMULATED
200,1,2025-03-28,44.29,SIMULATED
201,1,2025-03-29,47.86,SIMULATED
202,1,2025-03-30,47.37,SIMULATED
203,1,2025-03-31,49.15,SIMULATED
204,1,2025-04-01,52.01,SIMULATED
205,1,2025-04-02,57.23,SIMULATED
206,1,2025-04-03,58.25,SIMULATED
207,1,2025-04-04,56.62,SIMULATED
208,1,2025-04-05,58.3,SIMULATED
209,1,2025-04-06,60.0,SIMULATED
210,1,2025-04-07,63.92,SIMULATED
211,1,2025-04-08,64.22,SIMULATED
212,1,2025-04-09,76.34,SIMULATED
213,1,2025-04-10,70.22,SIMULATED
214,1,2025-04-11,67.04,SIMULATED
215,1,2025-04-12,69.54,SIMULATED
216,1,2025-04-13,75.12,SIMULATED
217,1,2025-04-14,75.63,SIMULATED
218,1,2025-04-15,81.58,SIMULATED
219,1,2025-04-16,81.68,SIMULATED
220,1,2025-04-17,83.73,SIMULATED
221,1,2025-04-18,80.82,SIMULATED
222,1,2025-04-19,74.96,SIMULATED
223,1,2025-04-20,71.42,SIMULATED
224,1,2025-04-21,72.52,SIMULATED
225,1,2025-04-22,70.26,SIMULATED
226,1,2025-04-23,72.58,SIMULATED
227,1,2025-04-24,70.45,SIMULATED
228,1,2025-04-25,74.18,SIMULATED
229,1,2025-04-26,71.05,SIMULATED
230,1,2025-04-27,67.84,SIMULATED
231,1,2025-04-28,71.51,SIMULATED
232,1,2025-04-29,70.12,SIMULATED
233,1,2025-04-30,74.65,SIMULATED
234,1,2025-05-01,72.17,SIMULATED
235,1,2025-05-02,79.02,SIMULATED
236,1,2025-05-03,92.14,SIMULATED
237,1,2025-05-04,94.65,SIMULATED
238,1,2025-05-05,90.87,SIMULATED
239,1,2025-05-06,88.77,SIMULATED
240,1,2025-05-07,82.77,SIMULATED
241,1,2025-05-08,81.33,SIMULATED
242,1,2025-05-09,82.79,SIMULATED
243,1,2025-05-10,77.43,SIMULATED
244,1,2025-05-11,70.8,SIMULATED
245,1,2025-05-12,68.57,SIMULATED
246,1,2025-05-13,66.6,SIMULATED
247,1,2025-05-14,66.39,SIMULATED
248,1,2025-05-15,67.72,SIMULATED
249,1,2025-05-16,74.18,SIMULATED
250,1,2025-05-17,65.14,SIMULATED
251,1,2025-05-18,68.47,SIMULATED
252,1,2025-05-19,72.75,SIMULATED
253,1,2025-05-20,73.14,SIMULATED
254,1,2025-05-21,72.05,SIMULATED
255,1,2025-05-22,77.12,SIMULATED
256,1,2025-05-23,78.9,SIMULATED
257,1,2025-05-24,78.99,SIMULATED
258,1,2025-05-25,77.45,SIMULATED
259,1,2025-05-26,74.64,SIMULATED
260,1,2025-05-27,76.19,SIMULATED
261,1,2025-05-28,68.64,SIMULATED
262,1,2025-05-29,65.94,SIMULATED
263,1,2025-05-30,72.01,SIMULATED
264,1,2025-05-31,69.04,SIMULATED
265,1,2025-06-01,65.36,SIMULATED
266,1,2025-06-02,65.82,SIMULATED
267,1,2025-06-03,61.3,SIMULATED
268,1,2025-06-04,66.95,SIMULATED
269,1,2025-06-05,67.0,SIMULATED
270,1,2025-06-06,69.73,SIMULATED
271,1,2025-06-07,67.27,SIMULATED
272,1,2025-06-08,74.22,SIMULATED
273,1,2025-06-09,73.85,SIMULATED
274,1,2025-06-10,69.75,SIMULATED
275,1,2025-06-11,69.25,SIMULATED
276,1,2025-06-12,62.22,SIMULATED
277,1,2025-06-13,61.22,SIMULATED
278,1,2025-06-14,62.88,SIMULATED
279,1,2025-06-15,66.45,SIMULATED
280,1,2025-06-16,59.02,SIMULATED
281,1,2025-06-17,61.92,SIMULATED
282,1,2025-06-18,62.54,SIMULATED
283,1,2025-06-19,62.78,SIMULATED
284,1,2025-06-20,63.93,SIMULATED
285,1,2025-06-21,57.38,SIMULATED
286,1,2025-06-22,59.5,SIMULATED
287,1,2025-06-23,60.47,SIMULATED
288,1,2025-06-24,58.32,SIMULATED
289,1,2025-06-25,59.02,SIMULATED
290,1,2025-06-26,57.82,SIMULATED
291,1,2025-06-27,53.02,SIMULATED
292,1,2025-06-28,61.59,SIMULATED
293,1,2025-06-29,59.87,SIMULATED
294,1,2025-06-30,65.98,SIMULATED
295,1,2025-07-01,56.43,SIMULATED
296,1,2025-07-02,63.46,SIMULATED
297,1,2025-07-03,61.55,SIMULATED
298,1,2025-07-04,59.78,SIMULATED
299,1,2025-07-05,58.99,SIMULATED
300,1,2025-07-06,63.15,SIMULATED
301,1,2025-07-07,63.02,SIMULATED
302,1,2025-07-08,61.15,SIMULATED
303,1,2025-07-09,61.46,SIMULATED
304,1,2025-07-10,61.09,SIMULATED
305,1,2025-07-11,60.77,SIMULATED
306,1,2025-07-12,60.7,SIMULATED
307,1,2025-07-13,58.09,SIMULATED
308,1,2025-07-14,57.6,SIMULATED
309,1,2025-07-15,62.36,SIMULATED
310,1,2025-07-16,61.71,SIMULATED
311,1,2025-07-17,55.64,SIMULATED
312,1,2025-07-18,59.53,SIMULATED
313,1,2025-07-19,57.7,SIMULATED
314,1,2025-07-20,55.53,SIMULATED
315,1,2025-07-21,59.8,SIMULATED
316,1,2025-07-22,64.2,SIMULATED
317,1,2025-07-23,66.23,SIMULATED
318,1,2025-07-24,66.52,SIMULATED
319,1,2025-07-25,61.28,SIMULATED
320,1,2025-07-26,60.9,SIMULATED
321,1,2025-07-27,57.93,SIMULATED
322,1,2025-07-28,59.44,SIMULATED
323,1,2025-07-29,57.29,SIMULATED
324,1,2025-07-30,55.19,SIMULATED
325,1,2025-07-31,55.91,SIMULATED
326,1,2025-08-01,52.95,SIMULATED
327,1,2025-08-02,56.83,SIMULATED
328,1,2025-08-03,49.77,SIMULATED
329,1,2025-08-04,47.06,SIMULATED
330,1,2025-08-05,47.49,SIMULATED
331,1,2025-08-06,52.11,SIMULATED
332,1,2025-08-07,56.75,SIMULATED
333,1,2025-08-08,55.31,SIMULATED
334,1,2025-08-09,52.44,SIMULATED
335,1,2025-08-10,47.2,SIMULATED
336,1,2025-08-11,43.84,SIMULATED
337,1,2025-08-12,46.9,SIMULATED
338,1,2025-08-13,45.83,SIMULATED
339,1,2025-08-14,45.14,SIMULATED
340,1,2025-08-15,35.04,SIMULATED
341,1,2025-08-16,34.02,SIMULATED
342,1,2025-08-17,36.48,SIMULATED
343,1,2025-08-18,42.85,SIMULATED
344,1,2025-08-19,44.18,SIMULATED
345,1,2025-08-20,53.43,SIMULATED
346,1,2025-08-21,58.32,SIMULATED
347,1,2025-08-22,47.64,SIMULATED
348,1,2025-08-23,51.34,SIMULATED
349,1,2025-08-24,53.19,SIMULATED
350,1,2025-08-25,52.63,SIMULATED
351,1,2025-08-26,54.93,SIMULATED
352,1,2025-08-27,53.61,SIMULATED
353,1,2025-08-28,55.06,SIMULATED
354,1,2025-08-29,59.05,SIMULATED
355,1,2025-08-30,59.4,SIMULATED
356,1,2025-08-31,63.27,SIMULATED
357,1,2025-09-01,62.85,SIMULATED
358,1,2025-09-02,56.57,SIMULATED
359,1,2025-09-03,58.45,SIMULATED
360,1,2025-09-04,58.85,SIMULATED
361,1,2025-09-05,53.54,SIMULATED
362,1,2025-09-06,51.65,SIMULATED
363,1,2025-09-07,56.28,SIMULATED
364,1,2025-09-08,60.2,SIMULATED
365,1,2025-09-09,58.25,SIMULATED
366,1,2025-09-10,53.07,SIMULATED
367,1,2025-09-11,52.2,SIMULATED
368,1,2025-09-12,45.57,SIMULATED
369,1,2025-09-13,51.5,SIMULATED
370,1,2025-09-14,46.76,SIMULATED
371,1,2025-09-15,40.7,SIMULATED
372,1,2025-09-16,40.01,SIMULATED
373,1,2025-09-17,42.1,SIMULATED
374,1,2025-09-18,38.42,SIMULATED
375,1,2025-09-19,36.75,SIMULATED
376,1,2025-09-20,36.3,SIMULATED
377,1,2025-09-21,42.26,SIMULATED
378,1,2025-09-22,46.54,SIMULATED
379,1,2025-09-23,48.09,SIMULATED
380,1,2025-09-24,53.59,SIMULATED
381,1,2025-09-25,61.03,SIMULATED
382,1,2025-09-26,59.39,SIMULATED
383,1,2025-09-27,57.94,SIMULATED
384,1,2025-09-28,58.0,SIMULATED
385,1,2025-09-29,63.19,SIMULATED
386,1,2025-09-30,66.03,SIMULATED
387,1,2025-10-01,60.63,SIMULATED
388,1,2025-10-02,65.13,SIMULATED
389,1,2025-10-03,58.44,SIMULATED
390,1,2025-10-04,53.05,SIMULATED
391,1,2025-10-05,51.75,SIMULATED
392,1,2025-10-06,47.7,SIMULATED
393,1,2025-10-07,50.56,SIMULATED
394,1,2025-10-08,55.22,SIMULATED
395,1,2025-10-09,60.89,SIMULATED
396,1,2025-10-10,64.68,SIMULATED
397,1,2025-10-11,67.47,SIMULATED
398,1,2025-10-12,70.61,SIMULATED
399,1,2025-10-13,71.77,SIMULATED
400,1,2025-10-14,74.93,SIMULATED
401,1,2025-10-15,76.67,SIMULATED
402,1,2025-10-16,82.31,SIMULATED
403,1,2025-10-17,77.86,SIMULATED
404,1,2025-10-18,74.28,SIMULATED
405,1,2025-10-19,69.33,SIMULATED
406,1,2025-10-20,64.61,SIMULATED
407,1,2025-10-21,65.27,SIMULATED
408,1,2025-10-22,70.03,SIMULATED
409,1,2025-10-23,70.64,SIMULATED
410,1,2025-10-24,69.71,SIMULATED
411,1,2025-10-25,74.92,SIMULATED
412,1,2025-10-26,78.86,SIMULATED
413,1,2025-10-27,77.3,SIMULATED
414,1,2025-10-28,70.22,SIMULATED
415,1,2025-10-29,74.81,SIMULATED
416,1,2025-10-30,75.19,SIMULATED
417,1,2025-10-31,79.23,SIMULATED
418,1,2025-11-01,75.36,SIMULATED
419,1,2025-11-02,72.24,SIMULATED
420,1,2025-11-03,76.75,SIMULATED
421,1,2025-11-04,73.35,SIMULATED
422,1,2025-11-05,70.84,SIMULATED
423,1,2025-11-06,72.55,SIMULATED
424,1,2025-11-07,69.34,SIMULATED
425,1,2025-11-08,65.86,SIMULATED
426,1,2025-11-09,64.73,SIMULATED
427,1,2025-11-10,68.78,SIMULATED
428,1,2025-11-11,66.46,SIMULATED
429,1,2025-11-12,68.58,SIMULATED
430,1,2025-11-13,73.03,SIMULATED
431,1,2025-11-14,71.05,SIMULATED
432,1,2025-11-15,68.67,SIMULATED
433,1,2025-11-16,65.97,SIMULATED
434,1,2025-11-17,72.28,SIMULATED
435,1,2025-11-18,69.84,SIMULATED
436,1,2025-11-19,71.25,SIMULATED
437,1,2025-11-20,69.33,SIMULATED
438,1,2025-11-21,67.53,SIMULATED
439,1,2025-11-22,68.0,SIMULATED
440,1,2025-11-23,68.51,SIMULATED
441,1,2025-11-24,62.94,SIMULATED
442,1,2025-11-25,62.92,SIMULATED
443,1,2025-11-26,63.13,SIMULATED
444,1,2025-11-27,60.31,SIMULATED
445,1,2025-11-28,57.0,SIMULATED
446,1,2025-11-29,60.0,SIMULATED
447,1,2025-11-30,61.06,SIMULATED
448,1,2025-12-01,58.6,SIMULATED
449,1,2025-12-02,57.0,SIMULATED
450,1,2025-12-03,49.75,SIMULATED
451,1,2025-12-04,59.95,SIMULATED
452,1,2025-12-05,55.34,SIMULATED
453,1,2025-12-06,50.18,SIMULATED
454,1,2025-12-07,44.21,SIMULATED
455,1,2025-12-08,50.22,SIMULATED
456,1,2025-12-09,58.49,SIMULATED
457,1,2025-12-10,56.47,SIMULATED
458,1,2025-12-11,57.0,SIMULATED
459,1,2025-12-12,56.74,SIMULATED
460,1,2025-12-13,52.21,SIMULATED
461,1,2025-12-14,53.46,SIMULATED
462,1,2025-12-15,49.64,SIMULATED
463,1,2025-12-16,53.7,SIMULATED
464,1,2025-12-17,42.84,SIMULATED
465,1,2025-12-18,38.19,SIMULATED
466,1,2025-12-19,38.77,SIMULATED
467,1,2025-12-20,42.74,SIMULATED
468,1,2025-12-21,40.35,SIMULATED
469,1,2025-12-22,34.24,SIMULATED
470,1,2025-12-23,37.24,SIMULATED
471,1,2025-12-24,33.65,SIMULATED
472,1,2025-12-25,33.06,SIMULATED
473,1,2025-12-26,39.16,SIMULATED
474,1,2025-12-27,39.85,SIMULATED
475,1,2025-12-28,41.36,SIMULATED
476,1,2025-12-29,30.66,SIMULATED
477,1,2025-12-30,34.22,SIMULATED
478,1,2025-12-31,38.0,SIMULATED
479,1,2026-01-01,41.58,SIMULATED
480,1,2026-01-02,38.64,SIMULATED
481,1,2026-01-03,43.59,SIMULATED
482,1,2026-01-04,46.13,SIMULATED
483,1,2026-01-05,41.54,SIMULATED
484,1,2026-01-06,42.26,SIMULATED
485,1,2026-01-07,44.98,SIMULATED
486,1,2026-01-08,48.03,SIMULATED
487,1,2026-01-09,48.7,SIMULATED
488,1,2026-01-10,53.56,SIMULATED
489,1,2026-01-11,51.11,SIMULATED
490,1,2026-01-12,48.49,SIMULATED
491,1,2026-01-13,45.96,SIMULATED
492,1,2026-01-14,44.59,SIMULATED
493,1,2026-01-15,40.0,SIMULATED
494,1,2026-01-16,39.61,SIMULATED
495,1,2026-01-17,41.14,SIMULATED
496,1,2026-01-18,40.39,SIMULATED
497,1,2026-01-19,35.61,SIMULATED
498,1,2026-01-20,44.57,SIMULATED
499,1,2026-01-21,40.48,SIMULATED
500,1,2026-01-22,36.95,SIMULATED
501,1,2026-01-23,31.31,SIMULATED
502,1,2026-01-24,31.51,SIMULATED
503,1,2026-01-25,37.4,SIMULATED
504,1,2026-01-26,38.15,SIMULATED
505,1,2026-01-27,36.92,SIMULATED
506,1,2026-01-28,35.93,SIMULATED
507,1,2026-01-29,33.9,SIMULATED
508,1,2026-01-30,30.46,SIMULATED
509,1,2026-01-31,35.04,SIMULATED
510,1,2026-02-01,35.74,SIMULATED
511,1,2026-02-02,35.94,SIMULATED
512,1,2026-02-03,34.79,SIMULATED
513,1,2026-02-04,36.75,SIMULATED
514,1,2026-02-05,33.71,SIMULATED
515,1,2026-02-06,32.86,SIMULATED
516,1,2026-02-07,32.33,SIMULATED
517,1,2026-02-08,33.57,SIMULATED
518,1,2026-02-09,33.23,SIMULATED
519,1,2026-02-10,34.67,SIMULATED
520,1,2026-02-11,35.94,SIMULATED
521,1,2026-02-12,25.47,SIMULATED
522,1,2026-02-13,29.77,SIMULATED
523,1,2026-02-14,33.33,SIMULATED
524,1,2026-02-15,35.29,SIMULATED
525,1,2026-02-16,37.17,SIMULATED
526,1,2026-02-17,33.85,SIMULATED
527,1,2026-02-18,38.61,SIMULATED
528,1,2026-02-19,42.16,SIMULATED
529,1,2026-02-20,38.03,SIMULATED
530,1,2026-02-21,41.24,SIMULATED
531,1,2026-02-22,38.07,SIMULATED
532,1,2026-02-23,33.79,SIMULATED
533,1,2026-02-24,40.26,SIMULATED
534,1,2026-02-25,42.23,SIMULATED
535,1,2026-02-26,39.38,SIMULATED
536,1,2026-02-27,41.13,SIMULATED
537,1,2026-02-28,37.01,SIMULATED
538,1,2026-03-01,36.54,SIMULATED
539,1,2026-03-02,33.97,SIMULATED
540,1,2026-03-03,35.17,SIMULATED
541,1,2026-03-04,34.84,SIMULATED
542,1,2026-03-05,34.49,SIMULATED
543,1,2026-03-06,34.42,SIMULATED
544,1,2026-03-07,40.54,SIMULATED
545,1,2026-03-08,38.91,SIMULATED
546,1,2026-03-09,36.58,SIMULATED
547,1,2026-03-10,38.65,SIMULATED
548,1,2026-03-11,34.9,SIMULATED
549,1,2026-03-12,39.08,SIMULATED
550,1,2026-03-13,37.49,SIMULATED
551,1,2026-03-14,42.05,SIMULATED
552,1,2026-03-15,40.66,SIMULATED
553,1,2026-03-16,45.82,SIMULATED
554,1,2026-03-17,42.99,SIMULATED
555,1,2026-03-18,38.98,SIMULATED
556,1,2026-03-19,35.88,SIMULATED
557,1,2026-03-20,39.04,SIMULATED
558,1,2026-03-21,33.62,SIMULATED
559,1,2026-03-22,32.21,SIMULATED
560,1,2026-03-23,34.37,SIMULATED
561,1,2026-03-24,33.02,SIMULATED
562,1,2026-03-25,35.97,SIMULATED
563,1,2026-03-26,38.02,SIMULATED
564,1,2026-03-27,35.7,SIMULATED
565,1,2026-03-28,32.17,SIMULATED
566,1,2026-03-29,33.56,SIMULATED
567,1,2026-03-30,27.56,SIMULATED
568,1,2026-03-31,30.27,SIMULATED
569,1,2026-04-01,40.37,SIMULATED
570,1,2026-04-02,42.56,SIMULATED
571,1,2026-04-03,42.92,SIMULATED
572,1,2026-04-04,44.97,SIMULATED
573,1,2026-04-05,53.85,SIMULATED
574,1,2026-04-06,47.6,SIMULATED
575,1,2026-04-07,47.67,SIMULATED
576,1,2026-04-08,51.29,SIMULATED
577,1,2026-04-09,50.57,SIMULATED
578,1,2026-04-10,58.98,SIMULATED
579,1,2026-04-11,64.6,SIMULATED
580,1,2026-04-12,76.56,SIMULATED
581,1,2026-04-13,76.44,SIMULATED
582,1,2026-04-14,71.35,SIMULATED
583,1,2026-04-15,63.89,SIMULATED
584,1,2026-04-16,64.93,SIMULATED
585,1,2026-04-17,66.41,SIMULATED
586,1,2026-04-18,63.47,SIMULATED
587,1,2026-04-19,62.23,SIMULATED
588,1,2026-04-20,65.32,SIMULATED
589,1,2026-04-21,65.34,SIMULATED
590,1,2026-04-22,69.44,SIMULATED
591,1,2026-04-23,64.7,SIMULATED
592,1,2026-04-24,66.59,SIMULATED
593,1,2026-04-25,68.68,SIMULATED
594,1,2026-04-26,74.67,SIMULATED
595,1,2026-04-27,70.65,SIMULATED
596,1,2026-04-28,70.3,SIMULATED
597,1,2026-04-29,64.59,SIMULATED
598,1,2026-04-30,62.22,SIMULATED
599,1,2026-05-01,67.22,SIMULATED
600,1,2026-05-02,65.39,SIMULATED
601,1,2026-05-03,62.84,SIMULATED
602,1,2026-05-04,65.45,SIMULATED
603,1,2026-05-05,59.28,SIMULATED
604,1,2026-05-06,65.92,SIMULATED
605,1,2026-05-07,72.11,SIMULATED
606,1,2026-05-08,72.14,SIMULATED
607,1,2026-05-09,66.34,SIMULATED
608,1,2026-05-10,65.91,SIMULATED
609,1,2026-05-11,70.53,SIMULATED
610,1,2026-05-12,71.2,SIMULATED
611,1,2026-05-13,69.02,SIMULATED
612,1,2026-05-14,65.75,SIMULATED
613,1,2026-05-15,65.53,SIMULATED
614,1,2026-05-16,70.53,SIMULATED
615,1,2026-05-17,63.37,SIMULATED
616,1,2026-05-18,60.12,SIMULATED
617,1,2026-05-19,67.22,SIMULATED
618,1,2026-05-20,66.86,SIMULATED
619,1,2026-05-21,72.08,SIMULATED
620,1,2026-05-22,76.29,SIMULATED
621,1,2026-05-23,70.4,SIMULATED
622,1,2026-05-24,72.59,SIMULATED
623,1,2026-05-25,81.23,SIMULATED
624,1,2026-05-26,79.7,SIMULATED
625,1,2026-05-27,91.79,SIMULATED
626,1,2026-05-28,88.58,SIMULATED
627,1,2026-05-29,84.55,SIMULATED
628,1,2026-05-30,81.99,SIMULATED
629,1,2026-05-31,78.74,SIMULATED
630,1,2026-06-01,78.87,SIMULATED
631,1,2026-06-02,78.47,SIMULATED
632,1,2026-06-03,68.91,SIMULATED
633,1,2026-06-04,70.75,SIMULATED
634,1,2026-06-05,64.39,SIMULATED
